date,order_cnt,amount,pay_amount,discountAmount,refuelLiters,path,text_day,text_night,high,low,wc_day,wd_day,wc_night,wd_night,week,holidays,305_price,305_price_竞争站点,305_order_cnt,305_refuelLiters,305_amount,其它油品也都列出来305这五个字段
2023-1-1,902538,268544969.5,268544969.5,75.34,35358429.18,"南京,南京市,江苏省,中国",阴,阴,8,5,<3级,东风,<3级,东北风,星期日,元旦,7.54,"[7.21,8.13]",546095,16307411.16,123147634.4,
2023-1-2,1066437,323796828.3,323796828.3,15,42657973.35,"南京,南京市,江苏省,中国",阴,多云,9,0,<3级,北风,<3级,东风,星期一,元旦,7.54,,635905,19102708.45,144261568.3,
2023-1-3,1216502,386938985.1,386938998.8,13.73,51190308.39,"南京,南京市,江苏省,中国",多云,多云,9,0,<3级,东南风,<3级,东风,星期二,平时,7.54,,700728,21199890.56,160083029.5,
2023-1-4,874633,271284119,271284177.6,58.6,35199415.35,"南京,南京市,江苏省,中国",多云,多云,12,3,3~4级,东南风,<3级,东风,星期三,平时,7.74,,499980,14725749.74,114163925.4,
2023-1-5,901227,283022796,283022840.6,44.66,36791330.48,"南京,南京市,江苏省,中国",多云,多云,13,2,<3级,南风,<3级,西风,星期四,平时,7.74,,514479,15118148.18,117201013.4,
2023-1-6,1154679,355309546.9,355309623.6,76.65,45997139.16,"南京,南京市,江苏省,中国",晴,晴,14,1,3~4级,西风,<3级,西风,星期五,平时,7.74,,664992,19589916.68,151802322.6,
2023-1-7,1426030,422864378.1,422864509.5,131.37,54609389.5,"南京,南京市,江苏省,中国",晴,晴,16,3,3~4级,西南风,<3级,东南风,星期六,平时,7.74,,848516,24628165.2,190866135.6,
2023-1-8,996354,303850021.4,303850117.7,96.3,39507559.53,"南京,南京市,江苏省,中国",晴,晴,19,4,3~4级,南风,<3级,北风,星期日,平时,7.74,,581862,16993744.51,131725473.1,
2023-1-9,1068087,332675995.9,332676141.1,145.22,42872574.42,"南京,南京市,江苏省,中国",晴,多云,16,2,3~4级,北风,<3级,东北风,星期一,平时,7.74,,614400,18331962.96,142115278,
2023-1-10,1133381,351609569.4,351609675.1,105.74,45333761.36,"南京,南京市,江苏省,中国",多云,多云,12,3,3~4级,东南风,3~4级,东风,星期二,平时,7.74,,657425,19708566.56,152768490.1,
2023-1-11,1181269,363007545.6,363007743.3,197.7,46931182.11,"南京,南京市,江苏省,中国",多云,多云,16,9,3~4级,东风,<3级,东南风,星期三,平时,7.74,,687191,20612063.84,159788091.9,
2023-1-12,1156945,355137082.9,355137301.1,218.18,45907439.24,"南京,南京市,江苏省,中国",阵雨,小雨,16,11,3~4级,东南风,<3级,西风,星期四,平时,7.74,,675754,20403290.33,158163853.4,
2023-1-13,1567200,457451157,457451390,233.07,59197911.17,"南京,南京市,江苏省,中国",小雨,中雨,18,7,3~4级,东风,4~5级,东北风,星期五,平时,7.74,,946450,28327241.05,219538371.3,
2023-1-14,1257478,374612525.7,374612839.4,313.74,48326298.39,"南京,南京市,江苏省,中国",雨夹雪,小雪,7,-2,4~5级,北风,4~5级,北风,星期六,平时,7.74,,753525,23108234.63,179152242.8,
2023-1-15,1292128,376420960.3,376421264.8,304.56,49069147.73,"南京,南京市,江苏省,中国",阴,多云,0,-5,3~4级,北风,<3级,西北风,星期日,平时,7.74,,775986,23594117.99,182950520.4,
2023-1-16,1357553,392833106.1,392833331.2,225.11,50279612.57,"南京,南京市,江苏省,中国",晴,多云,2,-3,<3级,西北风,<3级,南风,星期一,平时,7.74,,809301,24534006.41,190230627.8,
2023-1-17,1317814,373745018,373745202.4,184.41,47941643.29,"南京,南京市,江苏省,中国",晴,晴,5,-3,3~4级,西北风,<3级,西风,星期二,平时,7.74,,788625,23739914.3,184036071.6,
2023-1-18,1497278,432844675.1,432845199.3,524.2,56235000.39,"南京,南京市,江苏省,中国",晴,多云,8,-1,<3级,西北风,<3级,南风,星期三,平时,7.58,,898569,28384383.86,215528128.8,
2023-1-19,1415888,398291277.9,398292013.9,736.05,51720343.93,"南京,南京市,江苏省,中国",晴,晴,11,-1,<3级,东南风,<3级,北风,星期四,平时,7.58,,848632,26460333.24,200889040.5,
2023-1-20,1512962,416236088.6,416236965.3,876.72,54450191.82,"南京,南京市,江苏省,中国",晴,多云,8,0,3~4级,北风,4~5级,东北风,星期五,平时,7.58,,907994,28091318.65,213222410.6,
2023-1-21,1436048,381503210.1,381503507.9,297.8,49163078.02,"南京,南京市,江苏省,中国",多云,小雨,10,5,3~4级,东南风,3~4级,东风,星期六,春节,7.58,,875775,26495004.9,201094119,
2023-1-22,543894,147753437.9,147753522.6,84.71,19047192.91,"南京,南京市,江苏省,中国",阴,阴,8,3,3~4级,北风,3~4级,北风,星期日,春节,7.58,,322159,9949981.66,75546290.28,
2023-1-23,783300,212772932.1,212773106.2,174.17,27362450.05,"南京,南京市,江苏省,中国",小雨,雨夹雪,7,-5,3~4级,北风,5~6级,北风,星期一,春节,7.58,,468725,14450184.13,109715104.5,
2023-1-24,909693,249285399,249285501.2,102.19,32093983.01,"南京,南京市,江苏省,中国",多云,多云,-1,-7,3~4级,北风,5~6级,北风,星期二,春节,7.58,,542108,16826872.61,127771961.7,
2023-1-25,1034945,282068419.7,282068618.8,199.1,36426491.44,"南京,南京市,江苏省,中国",多云,多云,0,-3,3~4级,东南风,<3级,东南风,星期三,春节,7.58,,618643,19050357.21,144669928.3,
2023-1-26,1532384,408548439.4,408548636.8,197.43,52723033.81,"南京,南京市,江苏省,中国",多云,多云,6,-3,3~4级,北风,<3级,北风,星期四,春节,7.58,,941830,28586967.72,217038282,
2023-1-27,1296471,346636615,346636803.6,188.64,44991807.67,"南京,南京市,江苏省,中国",多云,晴,3,-6,3~4级,北风,<3级,西北风,星期五,春节,7.58,,802309,24116195.57,183066268.6,
2023-1-28,1151469,318238998.2,318239167.5,169.24,41322252.74,"南京,南京市,江苏省,中国",晴,晴,7,-2,3~4级,西南风,<3级,西南风,星期六,平时,7.58,,702564,21190850.66,160851210.4,
2023-1-29,1127244,323338994.6,323339180.8,186.21,42135054.14,"南京,南京市,江苏省,中国",晴,晴,11,-1,3~4级,西风,<3级,西南风,星期日,平时,7.58,,682174,20535439.23,155895660,
2023-1-30,1115829,329852976.2,329853195.8,219.58,43162015.32,"南京,南京市,江苏省,中国",晴,晴,13,0,3~4级,东南风,<3级,东南风,星期一,平时,7.58,,668926,20120561.74,152762290.8,
2023-1-31,1136740,341844840.5,341845132.2,291.7,44908159.25,"南京,南京市,江苏省,中国",晴,多云,18,2,<3级,西风,<3级,东北风,星期二,平时,7.58,,678487,20379582.01,154697099.8,
2023-2-1,1143159,352429614.8,352429773.8,159.03,46515104.64,"南京,南京市,江苏省,中国",多云,多云,14,1,3~4级,东北风,5~6级,东北风,星期三,平时,7.58,,676050,20522054.86,155815369.6,
2023-2-2,1264053,393981821.2,393981959.7,138.52,51633515.39,"南京,南京市,江苏省,中国",阴,阴,6,2,3~4级,东风,<3级,东北风,星期四,平时,7.58,,744202,22773633.09,172912364.8,
2023-2-3,1500923,468015946.1,468016328.3,382.19,61228232.89,"南京,南京市,江苏省,中国",多云,多云,9,-1,<3级,东南风,<3级,东风,星期五,平时,7.58,,871999,26595254.4,201856099.1,
2023-2-4,944206,278100000,278100258.4,258.45,35502774.54,"南京,南京市,江苏省,中国",多云,阴,11,3,3~4级,东风,<3级,东风,星期六,平时,7.75,,557475,16176603.92,125509707.4,
2023-2-5,969887,280032597.8,280032936.8,338.97,35704602.16,"南京,南京市,江苏省,中国",多云,小雨,12,6,3~4级,东南风,3~4级,东南风,星期日,平时,7.75,,583371,16781653.5,130241727.3,
2023-2-6,1382032,407781763.6,407781938.4,174.8,52128043.84,"南京,南京市,江苏省,中国",小雨,小雨,9,7,<3级,北风,<3级,东北风,星期一,平时,7.75,,844361,25152546.26,195247600.7,
2023-2-7,1075067,331553937,331554199.2,262.16,42496323.61,"南京,南京市,江苏省,中国",阴,阴,9,5,<3级,东南风,3~4级,东风,星期二,平时,7.75,,632232,18692355.71,145074679.2,
2023-2-8,1071509,335478510.7,335478722.2,211.53,43098492.14,"南京,南京市,江苏省,中国",阴,小雨,9,6,3~4级,东风,4~5级,东风,星期三,平时,7.75,,624545,18561889.63,144078901.1,
2023-2-9,1332719,409122285.7,409122503.1,217.43,52345609.67,"南京,南京市,江苏省,中国",中雨,阴,7,4,3~4级,东南风,<3级,北风,星期四,平时,7.75,,794457,24111381.67,187172052.7,
2023-2-10,1169744,364123637.2,364123874.7,237.51,46671238.11,"南京,南京市,江苏省,中国",小雨,小雨,8,5,3~4级,东北风,3~4级,东风,星期五,平时,7.75,,680625,20331129.04,157767152.2,
2023-2-11,1051668,324780859.5,324781091.2,231.68,41612115.58,"南京,南京市,江苏省,中国",小雨,小雨,9,7,3~4级,东风,3~4级,东风,星期六,平时,7.75,,620259,18578795.03,144175523,
2023-2-12,997278,301475488,301475711.8,223.84,38567666.28,"南京,南京市,江苏省,中国",小雨,小雨,10,4,3~4级,西北风,5~6级,北风,星期日,平时,7.75,,597571,17949575.96,139322669.5,
2023-2-13,1149049,356517273.9,356517483.9,209.97,45628945.33,"南京,南京市,江苏省,中国",小雨,阴,4,0,3~4级,北风,3~4级,北风,星期一,平时,7.75,,670743,20253235.02,157253989.8,
2023-2-14,1157043,360970268.5,360970520.3,251.76,46448430.19,"南京,南京市,江苏省,中国",多云,多云,6,-1,3~4级,北风,<3级,北风,星期二,平时,7.75,,663350,19626797.53,152354755.1,
2023-2-15,1127752,355375291.8,355375589.1,297.28,45653598.35,"南京,南京市,江苏省,中国",晴,晴,9,0,3~4级,北风,<3级,东风,星期三,平时,7.75,,642489,19057371.47,147952196.4,
2023-2-16,1101633,345688432,345688625,193.04,44451636.05,"南京,南京市,江苏省,中国",晴,阴,11,6,3~4级,东南风,3~4级,东风,星期四,平时,7.75,,628237,18541817.62,143946724.7,
2023-2-17,1151707,360467330,360467588.1,258.13,46345807.63,"南京,南京市,江苏省,中国",阴,阴,12,8,<3级,东南风,3~4级,东南风,星期五,平时,7.75,,651594,19347136.52,150118882.7,
2023-2-18,1150771,358285461.4,358285797.6,336.17,45929644.32,"南京,南京市,江苏省,中国",阴,阴,13,3,3~4级,北风,<3级,北风,星期六,平时,7.75,,666957,19781927.12,153476872,
2023-2-19,1136622,341322256.9,341322521.8,264.96,43708132.99,"南京,南京市,江苏省,中国",多云,晴,11,0,3~4级,北风,<3级,东北风,星期日,平时,7.75,,670514,19594229.85,152074790.9,
2023-2-20,1108763,351045094,351045356.9,262.87,45240126.01,"南京,南京市,江苏省,中国",晴,晴,12,2,<3级,北风,4~5级,东北风,星期一,平时,7.75,,629782,18733016.73,145413830.8,
2023-2-21,1099546,352361791.8,352361994.4,202.63,45338528.31,"南京,南京市,江苏省,中国",多云,多云,6,1,3~4级,东风,3~4级,东北风,星期二,平时,7.75,,622986,18596827.97,144343777.9,
2023-2-22,1077761,347458696.1,347458916.9,220.79,44768391.84,"南京,南京市,江苏省,中国",阴,阴,6,1,3~4级,东风,3~4级,东风,星期三,平时,7.75,,609255,18198190.24,141276100.4,
2023-2-23,1036948,335326811.6,335327018.8,207.17,43214955.14,"南京,南京市,江苏省,中国",小雨,小雨,7,3,3~4级,东风,<3级,北风,星期四,平时,7.75,,587037,17677367.28,137235584,
2023-2-24,1177588,371485408.9,371485729,320.05,47868269.68,"南京,南京市,江苏省,中国",阴,多云,11,2,3~4级,北风,<3级,东北风,星期五,平时,7.75,,667971,19958871.28,154877736.4,
2023-2-25,1132030,350412942.2,350413296.8,354.65,45027342.49,"南京,南京市,江苏省,中国",多云,多云,8,-1,3~4级,北风,3~4级,东风,星期六,平时,7.75,,653686,19239409.01,149300963.2,
2023-2-26,1125361,337572326.6,337572609.9,283.26,43345129.69,"南京,南京市,江苏省,中国",晴,晴,10,0,3~4级,东南风,3~4级,东南风,星期日,平时,7.75,,659776,19158924.48,148706599.9,
2023-2-27,1117161,351161237.9,351161461,223.16,45379913.36,"南京,南京市,江苏省,中国",晴,多云,13,2,3~4级,东南风,4~5级,东南风,星期一,平时,7.75,,635807,18805397.47,145985142.6,
2023-2-28,1074400,341718211.1,341718518.9,307.82,44553253.58,"南京,南京市,江苏省,中国",阴,阴,16,7,3~4级,西南风,<3级,西北风,星期二,平时,7.75,,606261,17850084.34,138520062.3,
2023-3-1,1056144,334785937,334786169,1091.63,43132769.78,"南京,南京市,江苏省,中国",多云,多云,17,4,3~4级,北风,3~4级,东北风,星期三,平时,7.75,,597521,17584559.75,136493388.8,
2023-3-2,1053139,334376077.8,334376358.4,1297.22,42997298.88,"南京,南京市,江苏省,中国",多云,多云,13,4,3~4级,东南风,<3级,东南风,星期四,平时,7.75,,592090,17402160.68,135085918.2,
2023-3-3,1123804,353793196.1,353793537.8,1496.92,45482077.51,"南京,南京市,江苏省,中国",多云,多云,16,5,3~4级,东南风,<3级,南风,星期五,平时,7.75,,631220,18606197.15,144375662.3,
2023-3-4,1106650,342037188,342037495.9,1364.42,43923590.79,"南京,南京市,江苏省,中国",晴,晴,21,8,3~4级,西南风,<3级,东南风,星期六,平时,7.75,,635405,18587561.84,144213100.5,
2023-3-5,1085189,324561418.9,324561812.4,1745.82,41515924.2,"南京,南京市,江苏省,中国",晴,晴,22,8,<3级,西北风,<3级,南风,星期日,平时,7.75,,635908,18332918.2,142288523,
2023-3-6,1063090,335369933.3,335370121.1,998.82,43094271.67,"南京,南京市,江苏省,中国",多云,多云,24,10,3~4级,南风,<3级,南风,星期一,平时,7.75,,599501,17617163.07,136733160.4,
2023-3-7,1028887,327633980.9,327634286.3,1446.52,42380270.7,"南京,南京市,江苏省,中国",多云,多云,25,12,3~4级,南风,<3级,西南风,星期二,平时,7.75,,577415,16897577.73,131130640.2,
2023-3-8,1036602,329670821,329671060.7,1157.31,42415447.02,"南京,南京市,江苏省,中国",多云,多云,24,12,3~4级,西南风,3~4级,西南风,星期三,平时,7.75,,582385,17008304.88,132014928.8,
2023-3-9,1032086,327647272.2,327647577.3,1144.95,42175466.81,"南京,南京市,江苏省,中国",晴,多云,26,13,3~4级,西风,3~4级,南风,星期四,平时,7.75,,575160,16750083.52,130007231.3,
2023-3-10,1123730,356432950,356433345.9,1436.57,45908121.82,"南京,南京市,江苏省,中国",多云,多云,28,16,3~4级,西南风,<3级,东南风,星期五,平时,7.75,,627367,18416625.43,142900741,
2023-3-11,1077767,332644983.1,332645400.8,1737.65,42726324.47,"南京,南京市,江苏省,中国",多云,阴,23,10,3~4级,西北风,4~5级,北风,星期六,平时,7.75,,618998,17948870.17,139275569,
2023-3-12,1173114,350722170,350722663.1,2001.51,45023318.5,"南京,南京市,江苏省,中国",多云,多云,15,5,3~4级,北风,4~5级,东南风,星期日,平时,7.75,,692496,20025192.75,155432135.8,
2023-3-13,1096421,347744905.2,347745290.5,1400.12,44788906.55,"南京,南京市,江苏省,中国",晴,晴,16,7,3~4级,南风,3~4级,东南风,星期一,平时,7.75,,617268,18213274.25,141384920.6,
2023-3-14,1062550,341270011.2,341270327,1175.13,44090096.98,"南京,南京市,江苏省,中国",晴,多云,23,10,3~4级,南风,4~5级,南风,星期二,平时,7.75,,594189,17466935.26,135538223.8,
2023-3-15,1059696,341777060.6,341777364.9,1212.31,44182210.91,"南京,南京市,江苏省,中国",多云,多云,21,7,3~4级,北风,4~5级,东风,星期三,平时,7.75,,593750,17531603.05,136099948.8,
2023-3-16,1082309,347814645.7,347814986.2,1085.89,44837657.48,"南京,南京市,江苏省,中国",阴,中雨,16,6,4~5级,东南风,5~6级,东风,星期四,平时,7.75,,608443,18033713.2,139991815.6,
2023-3-17,1086088,337187116.4,337187523.1,1286.64,43279789.42,"南京,南京市,江苏省,中国",小雨,阴,7,4,3~4级,北风,<3级,北风,星期五,平时,7.75,,623532,18744512.88,145473504.3,
2023-3-18,1190885,368930944.4,368931369.8,1568.13,47815087.64,"南京,南京市,江苏省,中国",阴,多云,13,7,<3级,东南风,<3级,东风,星期六,平时,7.67,,685487,20396394.21,156644749,
2023-3-19,1138502,340802337.5,340802837.9,1569.04,44067730.06,"南京,南京市,江苏省,中国",多云,阴,14,8,3~4级,东南风,4~5级,东南风,星期日,平时,7.67,,667222,19479716.25,149622559.7,
2023-3-20,1107509,350429586,350429963,1408.59,45530167.04,"南京,南京市,江苏省,中国",小雨,中雨,16,12,3~4级,东南风,<3级,东北风,星期一,平时,7.67,,627493,18676607.8,143461767.4,
2023-3-21,1051751,334622984.1,334623234.5,1018.34,43479539.92,"南京,南京市,江苏省,中国",阵雨,阵雨,15,12,3~4级,东风,<3级,东北风,星期二,平时,7.67,,597734,17928060.21,137688467.3,
2023-3-22,1021967,332419323.4,332419645.8,1086.5,43119017.03,"南京,南京市,江苏省,中国",阵雨,阴,15,11,3~4级,北风,3~4级,北风,星期三,平时,7.67,,575064,17612550.27,135310219.6,
2023-3-23,1106146,356674078.4,356674466.6,1315.96,46395096,"南京,南京市,江苏省,中国",小雨,阴,13,8,3~4级,北风,4~5级,东北风,星期四,平时,7.67,,620046,18649286.87,143277357.1,
2023-3-24,1201697,382027837.5,382028172.5,1378.96,49685183.83,"南京,南京市,江苏省,中国",小雨,阴,9,4,3~4级,东北风,4~5级,东北风,星期五,平时,7.67,,670591,20123695.49,154579528.8,
2023-3-25,1288093,392488295,392488729.9,1868.76,50998180.34,"南京,南京市,江苏省,中国",阵雨,阴,10,3,3~4级,北风,<3级,北风,星期六,平时,7.67,,737839,21639618.35,166175492.3,
2023-3-26,1178553,351099376.4,351099732.2,1150.78,45437853.78,"南京,南京市,江苏省,中国",多云,多云,16,6,3~4级,东北风,<3级,东风,星期日,平时,7.67,,683345,19678411.54,151148893.2,
2023-3-27,1136674,355884776.1,355885156.5,1345.28,46305063.92,"南京,南京市,江苏省,中国",多云,多云,17,7,3~4级,东南风,3~4级,东南风,星期一,平时,7.67,,634056,18569237.05,142636647.8,
2023-3-28,1105855,349113754.8,349114021.2,911.49,45369573.4,"南京,南京市,江苏省,中国",多云,多云,20,10,3~4级,东南风,<3级,东风,星期二,平时,7.67,,609632,17677156.9,135764974.1,
2023-3-29,1093892,343521224,343521576.7,1131.9,44743528.46,"南京,南京市,江苏省,中国",多云,阴,16,11,3~4级,东南风,4~5级,东南风,星期三,平时,7.67,,603834,17413478.6,133756000.7,
2023-3-30,1090818,334726597.3,334726898.6,1122.14,43551913.1,"南京,南京市,江苏省,中国",阵雨,多云,17,9,3~4级,东南风,<3级,东风,星期四,平时,7.67,,605767,17379618.87,133497912.1,
2023-3-31,1352417,384774885,384775261.6,1312.35,49835759.45,"南京,南京市,江苏省,中国",多云,阴,17,11,3~4级,东南风,<3级,东风,星期五,平时,7.67,,762277,21322447.4,163713262.7,
2023-4-1,2308178,687776521.9,687777135.9,614.03,92178323.21,"南京,南京市,江苏省,中国",多云,多云,20,11,<3级,东风,3~4级,东风,星期六,平时,7.4,,1352772,41107692.87,304519499.6,
2023-4-2,1327269,393256732.9,393257271.4,538.55,52681234.37,"南京,南京市,江苏省,中国",多云,多云,23,14,3~4级,东南风,4~5级,东风,星期日,平时,7.4,,772908,23079295.67,171023104.5,
2023-4-3,1165545,369180162.2,369180328.9,166.69,49683196.4,"南京,南京市,江苏省,中国",中雨,中到大雨,17,14,4~5级,东南风,5~6级,东南风,星期一,平时,7.4,,664950,20640439.52,152970764.8,
2023-4-4,1157858,363241728,363242084,355.94,48806804.28,"南京,南京市,江苏省,中国",小雨,阴,19,10,3~4级,西北风,4~5级,西北风,星期二,平时,7.4,,673113,20989557.07,155537014.4,
2023-4-5,1143482,337034424.5,337034894.6,470.13,45251413.67,"南京,南京市,江苏省,中国",阴,阴,13,9,3~4级,西风,3~4级,西北风,星期三,清明节,7.4,,691132,20657968.14,153110443.6,
2023-4-6,1122150,355605845.2,355606136.8,291.58,47887570.26,"南京,南京市,江苏省,中国",小雨,阴,14,8,<3级,西风,<3级,西风,星期四,平时,7.4,,633950,19390223.54,143718376.5,
2023-4-7,1171325,369383514.1,369383837.3,323.22,49773882.29,"南京,南京市,江苏省,中国",晴,多云,18,6,3~4级,北风,<3级,东风,星期五,平时,7.4,,649987,19609198.95,145297548.1,
2023-4-8,1141804,347529446.1,347529829.1,382.94,46793187.08,"南京,南京市,江苏省,中国",晴,多云,18,7,3~4级,北风,3~4级,东南风,星期六,平时,7.4,,646861,19095899.18,141472451.1,
2023-4-9,1455437,416421123.9,416421471.2,347.34,55828938.28,"南京,南京市,江苏省,中国",晴,多云,22,12,3~4级,东南风,<3级,南风,星期日,平时,7.4,,854709,24853084.97,184167397.4,
2023-4-10,1095108,341716803.4,341717051.5,248.02,46049173.94,"南京,南京市,江苏省,中国",多云,多云,26,16,3~4级,西南风,<3级,西南风,星期一,平时,7.4,,611675,18244027.59,135217039,
2023-4-11,1028582,331681398,331681573.8,175.89,44826749.28,"南京,南京市,江苏省,中国",多云,多云,27,12,3~4级,北风,4~5级,东北风,星期二,平时,7.4,,569211,17106247.21,126756054,
2023-4-12,1052901,339270976.3,339271311.8,335.48,45885991.21,"南京,南京市,江苏省,中国",多云,多云,23,14,3~4级,东南风,4~5级,东南风,星期三,平时,7.4,,580604,17430912.64,129188367,
2023-4-13,1055055,341962362.8,341962737.4,374.56,46237575.43,"南京,南京市,江苏省,中国",多云,阴,24,16,3~4级,东南风,3~4级,东南风,星期四,平时,7.4,,579284,17463161.56,129436854.9,
2023-4-14,1209388,385783957.7,385784512.9,555.22,52069472.77,"南京,南京市,江苏省,中国",小雨,多云,24,14,3~4级,北风,<3级,北风,星期五,平时,7.4,,668637,20422066.26,151295073.4,
2023-4-15,1240424,388255788.6,388256262.9,474.33,52283934.05,"南京,南京市,江苏省,中国",多云,多云,25,15,3~4级,西南风,4~5级,西风,星期六,平时,7.4,,707209,21354322.95,158192611.5,
2023-4-16,1547727,472176214.6,472176804.3,589.67,63393457.36,"南京,南京市,江苏省,中国",晴,晴,27,16,3~4级,东风,3~4级,东风,星期日,平时,7.4,,894639,26776313.4,198423690.7,
2023-4-17,2324507,720363247.4,720363712.9,465.51,96848762.24,"南京,南京市,江苏省,中国",晴,多云,34,21,3~4级,东南风,3~4级,西南风,星期一,平时,7.4,,1316412,39403796.81,292007649.6,
2023-4-18,1378412,387857369.1,387857498,128.88,49115517.12,"南京,南京市,江苏省,中国",雷阵雨,阴,30,18,3~4级,西南风,<3级,东北风,星期二,平时,7.84,,804993,22201521.54,174300886.4,
2023-4-19,913650,281039293.4,281039488.6,195.15,35703289.86,"南京,南京市,江苏省,中国",多云,多云,24,16,3~4级,北风,<3级,东南风,星期三,平时,7.84,,511536,14457921.9,113522854.5,
2023-4-20,1188197,358707609.5,358707839,229.5,45559010.62,"南京,南京市,江苏省,中国",雾,多云,26,15,3~4级,东南风,4~5级,东北风,星期四,平时,7.84,,676058,18960015.77,148872047.1,
2023-4-21,1015659,323257827.4,323258137.1,309.77,41176661.78,"南京,南京市,江苏省,中国",阴,多云,23,10,3~4级,东北风,5~6级,东北风,星期五,平时,7.84,,563235,16223971.82,127361923.9,
2023-4-22,1253845,377323596.8,377324035,438.23,48008195.67,"南京,南京市,江苏省,中国",阴,中雨,19,12,3~4级,东风,4~5级,东风,星期六,平时,7.84,,726394,20445566.56,160485817.8,
2023-4-23,1244397,380371155.5,380371390.4,234.89,48143102.8,"南京,南京市,江苏省,中国",小雨,小雨,13,11,3~4级,东南风,3~4级,东北风,星期日,平时,7.84,,730942,21381446.9,167881295.4,
2023-4-24,1164183,367474418,367474791.3,373.36,46824151.59,"南京,南京市,江苏省,中国",阴,阴,16,11,3~4级,东风,3~4级,东风,星期一,平时,7.84,,659119,19255039.75,151204362,
2023-4-25,1029383,332479002.2,332479187.4,185.13,42601223.89,"南京,南京市,江苏省,中国",阴,多云,17,9,3~4级,西北风,3~4级,西风,星期二,平时,7.84,,571707,16651471.84,130733458.6,
2023-4-26,1037205,332650380.5,332650638.4,257.86,42358756.75,"南京,南京市,江苏省,中国",多云,晴,21,12,<3级,东南风,<3级,东南风,星期三,平时,7.84,,573689,16671953.83,130911313.9,
2023-4-27,1093834,345610407.9,345610823,415.19,44096488.99,"南京,南京市,江苏省,中国",多云,阴,24,15,3~4级,东南风,3~4级,东南风,星期四,平时,7.84,,607187,17684094.35,138845812,
2023-4-28,1353026,402745615.7,402745956.2,340.47,51117070.75,"南京,南京市,江苏省,中国",阴,小雨,25,15,<3级,西南风,5~6级,西北风,星期五,平时,7.84,,772029,22530896.56,176854893.4,
2023-4-29,1512858,442822228.1,442822845.8,617.65,56829389.6,"南京,南京市,江苏省,中国",阴,晴,19,10,3~4级,西北风,<3级,西南风,星期六,劳动节,7.71,,900581,26791061.67,206815433.6,
2023-4-30,1612343,450511154.7,450511663.1,508.38,57619387.15,"南京,南京市,江苏省,中国",晴,晴,25,12,3~4级,西风,3~4级,西南风,星期日,劳动节,7.71,,983485,28692925.55,221538627.9,
2023-5-1,1701805,460528935.9,460529264.8,328.89,58716741.91,"南京,南京市,江苏省,中国",晴,多云,28,15,3~4级,东南风,4~5级,东南风,星期一,劳动节,7.71,,1062817,30817378.2,237955205.7,
2023-5-2,2252459,604564550.4,604564988.4,438.06,77051085.13,"南京,南京市,江苏省,中国",多云,雷阵雨,30,19,3~4级,东南风,4~5级,东风,星期二,劳动节,7.71,,1404541,40507484.11,312737346.1,
2023-5-3,1275055,364173244.1,364173807.8,563.69,46625297.79,"南京,南京市,江苏省,中国",中雨,大雨,22,20,3~4级,东风,4~5级,东南风,星期三,劳动节,7.71,,784881,23213878.96,179254815.3,
2023-5-4,1350635,403718016.9,403718229.7,212.88,51825809.95,"南京,南京市,江苏省,中国",中雨,雷阵雨,29,22,3~4级,西南风,3~4级,西北风,星期四,平时,7.71,,797512,23622617.77,182417756.4,
2023-5-5,1062601,332377090.9,332377403.2,312.33,42885845.7,"南京,南京市,江苏省,中国",小雨,阴,23,17,3~4级,西北风,4~5级,东北风,星期五,平时,7.71,,612497,18314242.83,141396090.2,
2023-5-6,1078438,335235435.4,335235688.8,253.45,43322044.86,"南京,南京市,江苏省,中国",雾,小雨,20,14,3~4级,北风,4~5级,北风,星期六,平时,7.71,,612874,17896478.9,138158455.7,
2023-5-7,1389491,402870609.9,402871140,530.12,51913808.57,"南京,南京市,江苏省,中国",雾,多云,21,12,3~4级,北风,3~4级,东北风,星期日,平时,7.71,,823027,23362141.43,180382936.3,
2023-5-8,1354783,404930166,404930535.2,369.17,52277302.41,"南京,南京市,江苏省,中国",多云,多云,21,9,3~4级,东风,<3级,东南风,星期一,平时,7.71,,780473,22237928.31,171726448.8,
2023-5-9,1054610,331119748.5,331120102.6,354.1,42872475.37,"南京,南京市,江苏省,中国",多云,多云,22,14,3~4级,东风,3~4级,东风,星期二,平时,7.71,,589566,17103132.65,132056990.7,
2023-5-10,1509491,448474979.6,448475297.2,317.6,57895997.65,"南京,南京市,江苏省,中国",阴,小雨,22,15,3~4级,东南风,<3级,东风,星期三,平时,7.71,,872803,24887383.98,192167615,
2023-5-11,1222495,371709160.3,371709559.2,398.87,48106878.35,"南京,南京市,江苏省,中国",多云,多云,22,15,3~4级,东南风,<3级,东南风,星期四,平时,7.71,,697242,19914598.74,153781415.9,
2023-5-12,1095795,335318899,335319224,324.94,43413970.8,"南京,南京市,江苏省,中国",多云,晴,25,16,<3级,西南风,<3级,西南风,星期五,平时,7.71,,612400,17521619.91,135256134,
2023-5-13,1382967,394943526.8,394944047.8,520.94,50940031.92,"南京,南京市,江苏省,中国",多云,多云,30,19,3~4级,西南风,<3级,西南风,星期六,平时,7.71,,806568,22336746.59,172385383.5,
2023-5-14,1058822,302005693.2,302006271.5,578.33,38932504.19,"南京,南京市,江苏省,中国",晴,晴,31,20,3~4级,西南风,3~4级,西南风,星期日,平时,7.71,,616850,16985388.21,131136069.6,
