date,date_day,order_cnt,amount,pay_amount,discountAmount,refuelLiters,进站加油车量（汽油）,进站加油车量（柴油）,进站率（汽油）,进站率（柴油）,站前车流量（汽油）,站前车流量（柴油）,path,text_day,text_night,high,low,wc_day,wd_day,wc_night,wd_night,week,holidays,60000361_price,60000361_price_other,60000361_order_cnt,60000361_refuelLiters,60000361_amount,60033428_price,60033428_price_other,60033428_order_cnt,60033428_refuelLiters,60033428_amount,60000359_price,60000359_price_other,60000359_order_cnt,359占比,60000359_refuelLiters,60000359_amount,60000304_price,60000304_price_other,60000304_order_cnt,304占比,60000304_refuelLiters,60000304_amount,60000305_price,60000305_price_other,60000305_order_cnt,305占比,60000305_refuelLiters,60000305_amount,60000312_price,60000312_price_other,60000312_order_cnt,60000312_refuelLiters,60000312_amount,60000313_price,60000313_price_other,60000313_order_cnt,313占比,60000313_refuelLiters,60000313_amount,60000317_price,60000317_price_other,60000317_order_cnt,60000317_refuelLiters,60000317_amount
2023/4/1,2023/4/1,427,387855.49,387855.49,0,54091.73,277,15,7.91,7.85,3501,191,"扬州,扬州市,江苏省,中国",多云,多云,21,9,<3级,东南风,<3级,东风,星期六,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",73,17.10%,42641.46,301047.46,7.41,"[5.49, 7.21, 7.41]",110,25.76%,3298.21,24436.05,7.41,"[5.49, 7.21, 7.41]",135,31.62%,3951.99,29279.79,,,0,,,7.88,"[5.84, 7.88]",109,25.53%,4200.07,33092.19,,,0,,
2023/4/2,2023/4/2,387,196314.8,196314.8,0,26963.48,270,13,7.29,9.92,3706,131,"扬州,扬州市,江苏省,中国",多云,多云,24,13,3~4级,东南风,3~4级,东风,星期日,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",43,11.11%,16093.52,113619.47,7.41,"[5.49, 7.21, 7.41]",86,22.22%,2468.96,18292.33,7.41,"[5.49, 7.21, 7.41]",143,36.95%,3800.82,28158.34,,,0,,,7.88,"[5.84, 7.88]",115,29.72%,4600.18,36244.66,,,0,,
2023/4/3,2023/4/3,306,243120.59,243120.59,0,33804.56,236,14,7.36,7.14,3208,197,"扬州,扬州市,江苏省,中国",中雨,暴雨,18,17,3~4级,东南风,3~4级,东南风,星期一,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",43,14.05%,24970.51,176290.97,7.41,"[5.49, 7.21, 7.41]",72,23.53%,2211.24,16382.68,7.41,"[5.49, 7.21, 7.41]",121,39.54%,3689.03,27331.61,,,0,,,7.88,"[5.84, 7.88]",70,22.88%,2933.78,23115.33,,,0,,
2023/4/4,2023/4/4,364,165053.45,165053.45,0,22506.98,276,17,7.77,10.06,3549,170,"扬州,扬州市,江苏省,中国",小雨,多云,22,11,3~4级,南风,<3级,西北风,星期二,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",47,12.91%,11298.24,79764.9,7.41,"[5.49, 7.21, 7.41]",81,22.25%,2441.26,18087.06,7.41,"[5.49, 7.21, 7.41]",126,34.62%,3997.14,29614.79,,,0,,,7.88,"[5.84, 7.88]",110,30.22%,4770.34,37586.7,,,0,,
2023/4/5,2023/4/5,393,100653.68,100653.68,0,13325.48,331,9,8.86,9.78,3735,93,"扬州,扬州市,江苏省,中国",多云,多云,14,9,3~4级,西北风,<3级,西风,星期三,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",12,3.05%,823,5810.22,7.41,"[5.49, 7.21, 7.41]",108,27.48%,3296.96,24426.48,7.41,"[5.49, 7.21, 7.41]",154,39.19%,4492.33,33282.01,,,0,,,7.88,"[5.84, 7.88]",119,30.28%,4713.19,37134.97,,,0,,
2023/4/6,2023/4/6,334,93290.54,93290.54,0,12516.35,267,15,7.89,7.85,3381,191,"扬州,扬州市,江苏省,中国",多云,多云,14,9,<3级,西风,<3级,西北风,星期四,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",42,12.57%,3147.62,22221.28,7.41,"[5.49, 7.21, 7.41]",84,25.15%,2443.89,18106.2,7.41,"[5.49, 7.21, 7.41]",118,35.33%,3395.42,25155.16,,,0,,,7.88,"[5.84, 7.88]",90,26.95%,3529.42,27807.9,,,0,,
2023/4/7,2023/4/7,408,326761.48,326761.48,0,45447.62,278,21,7.85,9.68,3540,216,"扬州,扬州市,江苏省,中国",多云,多云,16,5,3~4级,北风,<3级,西南风,星期五,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",69,16.91%,34213.14,241543.48,7.41,"[5.49, 7.21, 7.41]",85,20.83%,2584.98,19152.27,7.41,"[5.49, 7.21, 7.41]",152,37.25%,4434.25,32853,,,0,,,7.88,"[5.84, 7.88]",102,25.00%,4215.25,33212.73,,,0,,
2023/4/8,2023/4/8,357,236511.12,236511.12,0,32832.55,251,15,7.34,9.04,3420,166,"扬州,扬州市,江苏省,中国",晴,多云,18,7,<3级,东北风,<3级,东南风,星期六,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",67,18.77%,23769.66,167812.39,7.41,"[5.49, 7.21, 7.41]",89,24.93%,2550.84,18898.82,7.41,"[5.49, 7.21, 7.41]",112,31.37%,3207.59,23764.16,,,0,,,7.88,"[5.84, 7.88]",89,24.93%,3304.46,26035.75,,,0,,
2023/4/9,2023/4/9,325,297515.73,297515.73,0,41514.44,229,13,6.28,8.18,3644,158,"扬州,扬州市,江苏省,中国",多云,多云,22,12,3~4级,南风,<3级,东南风,星期日,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",40,12.31%,32933.69,232511.14,7.41,"[5.49, 7.21, 7.41]",77,23.69%,2131.95,15795.23,7.41,"[5.49, 7.21, 7.41]",130,40.00%,3403.07,25212.12,,,0,,,7.88,"[5.84, 7.88]",78,24.00%,3045.73,23997.24,,,0,,
2023/4/10,2023/4/10,329,229675.92,229675.92,0,31889.61,238,11,6.97,6.63,3416,166,"扬州,扬州市,江苏省,中国",多云,多云,26,16,3~4级,西南风,<3级,西南风,星期一,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",55,16.72%,23087.15,162994.24,7.41,"[5.49, 7.21, 7.41]",79,24.01%,2389.25,17701.88,7.41,"[5.49, 7.21, 7.41]",118,35.87%,3296.06,24419.46,,,0,,,7.88,"[5.84, 7.88]",77,23.40%,3117.15,24560.34,,,0,,
2023/4/11,2023/4/11,334,220470.77,220470.77,0,30529.87,230,20,6.84,10.36,3366,193,"扬州,扬州市,江苏省,中国",多云,多云,27,11,3~4级,东北风,<3级,东风,星期二,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",51,15.27%,21221.37,149821.87,7.41,"[5.49, 7.21, 7.41]",78,23.35%,2437.21,18057.43,7.41,"[5.49, 7.21, 7.41]",118,35.33%,3291.66,24386.82,,,0,,,7.88,"[5.84, 7.88]",87,26.05%,3579.63,28204.65,,,0,,
2023/4/12,2023/4/12,350,108896.9,108896.9,0,14592.53,270,21,8.17,10.24,3304,205,"扬州,扬州市,江苏省,中国",多云,多云,23,14,3~4级,东南风,<3级,东南风,星期三,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",51,14.57%,3990.39,28170.76,7.41,"[5.49, 7.21, 7.41]",73,20.86%,2313.7,17142.15,7.41,"[5.49, 7.21, 7.41]",123,35.14%,3662.75,27137.29,,,0,,,7.88,"[5.84, 7.88]",103,29.43%,4625.69,36446.7,,,0,,
2023/4/13,2023/4/13,326,231820.25,231820.25,0,32190.54,214,19,6.9,10.56,3103,179,"扬州,扬州市,江苏省,中国",多云,多云,26,18,3~4级,南风,<3级,东南风,星期四,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",57,17.48%,23917.62,168857.4,7.41,"[5.49, 7.21, 7.41]",66,20.25%,1794.1,13292.02,7.41,"[5.49, 7.21, 7.41]",113,34.66%,2926.65,21683.1,,,0,,,7.88,"[5.84, 7.88]",90,27.61%,3552.17,27987.73,,,0,,
2023/4/14,2023/4/14,347,304867.08,304867.08,0,42476.66,262,13,7.49,6.67,3499,195,"扬州,扬州市,江苏省,中国",多云,多云,25,16,<3级,北风,<3级,西北风,星期五,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",66,19.02%,33277.33,234936.71,7.41,"[5.49, 7.21, 7.41]",66,19.02%,1903.49,14102.85,7.41,"[5.49, 7.21, 7.41]",123,35.45%,3524.59,26113.51,,,0,,,7.88,"[5.84, 7.88]",92,26.51%,3771.25,29714.01,,,0,,
2023/4/15,2023/4/15,416,114449.66,114449.66,0,15364.51,286,20,8.53,10.31,3352,195,"扬州,扬州市,江苏省,中国",多云,中雨,25,14,3~4级,西风,<3级,西南风,星期六,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",39,9.38%,3402.17,24018.27,7.41,"[5.49, 7.21, 7.41]",109,26.20%,3077.22,22798.67,7.41,"[5.49, 7.21, 7.41]",171,41.11%,5049.04,37407.95,,,0,,,7.88,"[5.84, 7.88]",97,23.32%,3836.08,30224.77,,,0,,
2023/4/16,2023/4/16,521,339556.96,339556.96,0,47063.29,316,18,8.35,10.59,3787,170,"扬州,扬州市,江苏省,中国",多云,晴,27,14,<3级,东风,4~5级,东南风,星期日,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",67,12.86%,32642.04,230451.54,7.41,"[5.49, 7.21, 7.41]",160,30.71%,5016.39,37166.84,7.41,"[5.49, 7.21, 7.41]",173,33.21%,4600.62,34084.98,,,0,,,7.88,"[5.84, 7.88]",121,23.22%,4804.24,37853.6,,,0,,
2023/4/17,2023/4/17,600,362050.41,362050.41,0,48847.8,305,18,9.32,9.38,3273,191,"扬州,扬州市,江苏省,中国",多云,多云,31,20,3~4级,南风,<3级,西南风,星期一,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",113,18.83%,33651.6,247156.67,7.41,"[5.49, 7.21, 7.41]",173,28.83%,5120.32,37936.81,7.41,"[5.49, 7.21, 7.41]",183,30.50%,5174.37,38336.63,,,0,,,7.88,"[5.84, 7.88]",131,21.83%,4901.51,38620.3,,,0,,
2023/4/18,2023/4/18,214,62203.33,62203.33,0,7869.86,159,6,5.03,3.09,3163,195,"扬州,扬州市,江苏省,中国",阴,小雨,33,17,3~4级,西风,<3级,东北风,星期二,,,,0,,,,,0,,,7.51,"[5.07, 7.46, 7.51]",30,14.02%,2329.26,17492.19,7.85,"[5.49, 7.65, 7.85]",38,17.76%,992.89,7793.57,7.85,"[5.49, 7.65, 7.85]",85,39.72%,2105.66,16527.66,,,0,,,8.35,"[5.84, 8.35]",61,28.50%,2442.05,20389.91,,,0,,
2023/4/19,2023/4/19,204,189037.16,189037.16,0,24834.77,167,9,5.24,3.91,3188,230,"扬州,扬州市,江苏省,中国",多云,多云,22,15,<3级,东北风,<3级,东风,星期三,,,,0,,,,,0,,,7.51,"[5.07, 7.46, 7.51]",40,19.61%,19993.06,150147,7.85,"[5.49, 7.65, 7.85]",50,24.51%,1269.1,9961.51,7.85,"[5.49, 7.65, 7.85]",70,34.31%,1799.78,14126.8,,,0,,,8.35,"[5.84, 8.35]",44,21.57%,1772.83,14801.85,,,0,,
2023/4/20,2023/4/20,274,79887,79887,0,10144.49,205,25,6.27,11.11,3267,226,"扬州,扬州市,江苏省,中国",多云,晴,27,13,<3级,东南风,<3级,东北风,星期四,,,,0,,,,,0,,,7.51,"[5.07, 7.46, 7.51]",48,17.52%,3326.99,24984.37,7.85,"[5.49, 7.65, 7.85]",55,20.07%,1410.66,11072.81,7.85,"[5.49, 7.65, 7.85]",101,36.86%,2626.22,20613.71,,,0,,,8.35,"[5.84, 8.35]",70,25.55%,2780.62,23216.11,,,0,,
2023/4/21,2023/4/21,279,85185.81,85185.81,0,10775.96,217,23,6.36,11.06,3412,208,"扬州,扬州市,江苏省,中国",阴,阴,22,11,3~4级,东北风,<3级,东北风,星期五,,,,0,,,,,0,,,7.51,"[5.07, 7.46, 7.51]",46,16.49%,3034.08,22784.97,7.85,"[5.49, 7.65, 7.85]",61,21.86%,1757.72,13796.83,7.85,"[5.49, 7.65, 7.85]",95,34.05%,2718.99,21342.17,,,0,,,8.35,"[5.84, 8.35]",77,27.60%,3265.17,27261.84,,,0,,
2023/4/22,2023/4/22,264,81340.48,81340.48,0,10352.1,180,16,5.52,8.33,3260,191,"扬州,扬州市,江苏省,中国",阴,中雨,20,13,3~4级,东北风,4~5级,东风,星期六,,,,0,,,,,0,,,7.51,"[5.07, 7.46, 7.51]",43,16.29%,3540.87,26590.93,7.85,"[5.49, 7.65, 7.85]",53,20.08%,1534.96,12048.63,7.85,"[5.49, 7.65, 7.85]",106,40.15%,2703.91,21223.8,,,0,,,8.35,"[5.84, 8.35]",62,23.48%,2572.36,21477.12,,,0,,
2023/4/23,2023/4/23,258,78697.34,78697.34,0,10015.42,164,12,5.52,8.45,2972,143,"扬州,扬州市,江苏省,中国",小雨,小雨,13,11,3~4级,东风,<3级,东北风,星期日,,,,0,,,,,0,,,7.51,"[5.07, 7.46, 7.51]",36,13.95%,3096.26,23251.88,7.85,"[5.49, 7.65, 7.85]",75,29.07%,2124.94,16679.56,7.85,"[5.49, 7.65, 7.85]",91,35.27%,2524.49,19815.35,,,0,,,8.35,"[5.84, 8.35]",56,21.71%,2269.73,18950.55,,,0,,
2023/4/24,2023/4/24,339,100013.61,100013.61,0,12694.72,176,17,5.7,8.17,3090,208,"扬州,扬州市,江苏省,中国",阴,阴,16,10,3~4级,东风,<3级,东风,星期一,,,,0,,,,,0,,,7.51,"[5.07, 7.46, 7.51]",52,15.34%,3836.97,28814.51,7.85,"[5.49, 7.65, 7.85]",96,28.32%,2767.88,21725.91,7.85,"[5.49, 7.65, 7.85]",100,29.50%,2745.21,21548.06,,,0,,,8.35,"[5.84, 8.35]",91,26.84%,3344.66,27925.13,,,0,,
2023/4/25,2023/4/25,304,155809.47,155809.47,0,20205.08,185,18,5.69,8.96,3248,201,"扬州,扬州市,江苏省,中国",阴,多云,17,9,<3级,西北风,<3级,西风,星期二,,,,0,,,,,0,,,7.51,"[5.07, 7.46, 7.51]",50,16.45%,12335.09,92635.23,7.85,"[5.49, 7.65, 7.85]",85,27.96%,2495.82,19590.82,7.85,"[5.49, 7.65, 7.85]",98,32.24%,2574.71,20209.48,,,0,,,8.35,"[5.84, 8.35]",71,23.36%,2799.46,23373.94,,,0,,
2023/4/26,2023/4/26,300,377555.83,377555.83,0,49745.87,179,9,5.37,4,3335,226,"扬州,扬州市,江苏省,中国",多云,阴,22,12,<3级,北风,<3级,东南风,星期三,,,,0,,,,,0,,,7.51,"[5.07, 7.46, 7.51]",56,18.67%,42313.17,317770.86,7.85,"[5.49, 7.65, 7.85]",78,26.00%,2050.81,16097.07,7.85,"[5.49, 7.65, 7.85]",92,30.67%,2493.74,19573.84,,,0,,,8.35,"[5.84, 8.35]",74,24.67%,2888.15,24114.06,,,0,,
2023/4/27,2023/4/27,327,101845.99,101845.99,0,12977.5,187,11,5.64,4.91,3316,224,"扬州,扬州市,江苏省,中国",阴,阴,24,15,3~4级,南风,<3级,东南风,星期四,,,,0,,,,,0,,,7.51,"[5.07, 7.46, 7.51]",63,19.27%,4836.09,36317.54,7.85,"[5.49, 7.65, 7.85]",77,23.55%,2119.41,16636.01,7.85,"[5.49, 7.65, 7.85]",106,32.42%,2774.45,21777.64,,,0,,,8.35,"[5.84, 8.35]",81,24.77%,3247.55,27114.8,,,0,,
2023/4/28,2023/4/28,335,91277.97,91277.97,0,11503.53,229,16,6.1,7.11,3754,226,"扬州,扬州市,江苏省,中国",阴,阴,27,14,<3级,西风,5~6级,西北风,星期五,,,,0,,,,,0,,,7.51,"[5.07, 7.46, 7.51]",37,11.04%,2346.2,17619.13,7.85,"[5.49, 7.65, 7.85]",88,26.27%,2415.56,18960.43,7.85,"[5.49, 7.65, 7.85]",119,35.52%,3180.72,24966.18,,,0,,,8.35,"[5.84, 8.35]",91,27.16%,3561.05,29732.23,,,0,,
2023/4/29,2023/4/29,423,121438.83,121438.83,0,15609.24,286,9,7.5,4.37,3814,207,"扬州,扬州市,江苏省,中国",阴,阴,19,10,3~4级,北风,<3级,西南风,星期六,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",49,11.58%,3704.36,27300.05,7.72,"[5.49, 7.56, 7.72]",103,24.35%,2835.32,21885.94,7.72,"[5.49, 7.56, 7.72]",159,37.59%,4489.12,34651.41,,,0,,,8.21,"[5.84, 8.21]",112,26.48%,4580.44,37601.43,,,0,,
2023/4/30,2023/4/30,427,111148.53,111148.53,0,14228.18,326,6,7.51,4.32,4341,139,"扬州,扬州市,江苏省,中国",晴,阴,25,10,3~4级,西风,<3级,南风,星期日,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",33,7.73%,2120.74,15629.14,7.72,"[5.49, 7.56, 7.72]",121,28.34%,3571.97,27572.13,7.72,"[5.49, 7.56, 7.72]",160,37.47%,4327.31,33402.47,,,0,,,8.21,"[5.84, 8.21]",113,26.46%,4208.16,34544.79,,,0,,
2023/5/1,2023/5/1,401,105281.72,105281.72,0,13467.22,356,16,7.53,14.41,4727,112,"扬州,扬州市,江苏省,中国",阴,阴,28,15,3~4级,南风,<3级,东南风,星期一,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",18,4.49%,1445.77,10654.97,7.72,"[5.49, 7.56, 7.72]",116,28.93%,3295.23,25435.71,7.72,"[5.49, 7.56, 7.72]",174,43.39%,4984.15,38472.33,,,0,,,8.21,"[5.84, 8.21]",93,23.19%,3742.07,30718.71,,,0,,
2023/5/2,2023/5/2,334,257305.21,257305.21,0,34249.54,260,11,5.54,9.02,4692,122,"扬州,扬州市,江苏省,中国",阴,小雨,29,20,3~4级,南风,<3级,东南风,星期二,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",29,8.68%,24812.77,182869.65,7.72,"[5.49, 7.56, 7.72]",84,25.15%,2214.85,17096.12,7.72,"[5.49, 7.56, 7.72]",138,41.32%,3970.54,30648.65,,,0,,,8.21,"[5.84, 8.21]",83,24.85%,3251.38,26690.79,,,0,,
2023/5/3,2023/5/3,309,84308.12,84308.12,0,10830.2,241,6,5.51,4.26,4373,141,"扬州,扬州市,江苏省,中国",中雨,中雨,21,20,<3级,东南风,<3级,东南风,星期三,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",32,10.36%,2209.27,16281.66,7.72,"[5.49, 7.56, 7.72]",82,26.54%,2423.72,18708.69,7.72,"[5.49, 7.56, 7.72]",115,37.22%,3172.31,24486.74,,,0,,,8.21,"[5.84, 8.21]",80,25.89%,3024.9,24831.03,,,0,,
2023/5/4,2023/5/4,319,88971.03,88971.03,0,11341.17,198,16,6.15,10.74,3221,149,"扬州,扬州市,江苏省,中国",大雨,中雨,28,21,<3级,南风,<3级,西北风,星期四,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",50,15.67%,2984.43,21994.42,7.72,"[5.49, 7.56, 7.72]",79,24.76%,2214.42,17092.99,7.72,"[5.49, 7.56, 7.72]",114,35.74%,3198.27,24687.21,,,0,,,8.21,"[0.00, 5.84, 8.21]",76,23.82%,2944.05,25196.41,,,0,,
2023/5/5,2023/5/5,285,232461.69,232461.69,0,31018.82,163,11,5.15,5.7,3161,193,"扬州,扬州市,江苏省,中国",中雨,阴,23,17,3~4级,西风,<3级,北风,星期五,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",45,15.79%,23597.65,173913.82,7.72,"[5.49, 7.56, 7.72]",69,24.21%,2022.63,15612.36,7.72,"[5.49, 7.56, 7.72]",100,35.09%,2815.63,21733.47,,,0,,,8.21,"[5.84, 8.21]",71,24.91%,2582.91,21202.04,,,0,,
2023/5/6,2023/5/6,309,264007.6,264007.6,0,35218.44,181,15,5.25,7.61,3447,197,"扬州,扬州市,江苏省,中国",雾,阴,21,14,<3级,东北风,<3级,北风,星期六,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",60,19.42%,27227.23,200663.5,7.72,"[5.49, 7.56, 7.72]",72,23.30%,2119.51,16360.32,7.72,"[5.49, 7.56, 7.72]",95,30.74%,2482.5,19161.6,,,0,,,8.21,"[5.84, 8.21]",82,26.54%,3389.2,27822.18,,,0,,
2023/5/7,2023/5/7,309,263069.69,263069.69,0,35106.06,184,10,5.53,5.99,3327,168,"扬州,扬州市,江苏省,中国",多云,阴,21,12,3~4级,东北风,<3级,东北风,星期日,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",41,13.27%,26795.46,197481.93,7.72,"[5.49, 7.56, 7.72]",91,29.45%,2398.15,18510.96,7.72,"[5.49, 7.56, 7.72]",103,33.33%,2975.88,22970.85,,,0,,,8.21,"[5.84, 8.21]",74,23.95%,2936.57,24105.95,,,0,,
2023/5/8,2023/5/8,328,239333.01,239333.01,0,31838.51,184,20,5.21,9.22,3532,216,"扬州,扬州市,江苏省,中国",多云,多云,23,9,<3级,东北风,<3级,东风,星期一,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",61,18.60%,23409.61,172527.82,7.72,"[5.49, 7.56, 7.72]",70,21.34%,1932.81,14919.36,7.72,"[5.49, 7.56, 7.72]",111,33.84%,2938.41,22680.63,,,0,,,8.21,"[5.84, 8.21]",86,26.22%,3557.68,29205.2,,,0,,
2023/5/9,2023/5/9,315,212673.1,212673.1,0,28260.66,209,14,6.31,6.39,3310,218,"扬州,扬州市,江苏省,中国",阴,阴,22,12,<3级,东北风,<3级,东风,星期二,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",49,15.56%,20048.35,147755.28,7.72,"[5.49, 7.56, 7.72]",74,23.49%,2209.69,17056.06,7.72,"[5.49, 7.56, 7.72]",112,35.56%,2883.19,22254.61,,,0,,,8.21,"[5.84, 8.21]",80,25.40%,3119.43,25607.15,,,0,,
2023/5/10,2023/5/10,297,82708.2,82708.2,0,10720.06,175,9,5.37,4.92,3258,183,"扬州,扬州市,江苏省,中国",阴,阴,21,15,<3级,东风,<3级,东南风,星期三,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",51,17.17%,3453.18,25449.07,7.72,"[5.49, 7.56, 7.72]",70,23.57%,1999.61,15435.15,7.72,"[5.49, 7.56, 7.72]",109,36.70%,2885.35,22271.55,,,0,,,8.21,"[5.84, 8.21]",67,22.56%,2381.92,19552.43,,,0,,
2023/5/11,2023/5/11,288,185446.84,185446.84,0,24588.95,197,13,6.12,6.02,3217,216,"扬州,扬州市,江苏省,中国",多云,阴,24,16,<3级,南风,<3级,南风,星期四,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",35,12.15%,16756.73,123496.2,7.72,"[5.49, 7.56, 7.72]",70,24.31%,1853.29,14305.31,7.72,"[5.49, 7.56, 7.72]",110,38.19%,2929.19,22610.01,,,0,,,8.21,"[5.84, 8.21]",73,25.35%,3049.74,25035.32,,,0,,
2023/5/12,2023/5/12,330,164635.29,164635.29,0,21673.33,213,9,6.26,4.81,3405,187,"扬州,扬州市,江苏省,中国",多云,晴,26,14,<3级,西北风,<3级,西南风,星期五,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",53,16.06%,12933.81,95321.06,7.72,"[5.49, 7.56, 7.72]",70,21.21%,1949.77,15050.38,7.72,"[5.49, 7.56, 7.72]",109,33.03%,3006.27,23205.07,,,0,,,8.21,"[5.84, 8.21]",98,29.70%,3783.48,31058.78,,,0,,
2023/5/13,2023/5/13,341,93815.71,93815.71,0,12149.87,209,9,6.33,5.56,3300,162,"扬州,扬州市,江苏省,中国",晴,晴,31,18,3~4级,西风,<3级,西风,星期六,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",52,15.25%,3776.18,27829.31,7.72,"[5.49, 7.56, 7.72]",75,21.99%,1956.45,15101.65,7.72,"[5.49, 7.56, 7.72]",140,41.06%,3659.41,28246.38,,,0,,,8.21,"[5.84, 8.21]",74,21.70%,2757.83,22638.37,,,0,,
2023/5/14,2023/5/14,311,78279.05,78279.05,0,10055.04,208,7,5.76,4.49,3609,156,"扬州,扬州市,江苏省,中国",晴,晴,32,21,3~4级,西风,<3级,西南风,星期日,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",36,11.58%,2256.27,16627.93,7.72,"[5.49, 7.56, 7.72]",73,23.47%,1805.14,13933.1,7.72,"[5.49, 7.56, 7.72]",119,38.26%,3025.14,23350.58,,,0,,,8.21,"[5.84, 8.21]",83,26.69%,2968.49,24367.44,,,0,,
2023/5/15,2023/5/15,316,77457.08,77457.08,0,9958.06,209,7,6.13,4.49,3410,156,"扬州,扬州市,江苏省,中国",晴,阴,33,20,3~4级,西南风,<3级,南风,星期一,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",41,12.97%,2211.15,16295.43,7.72,"[5.49, 7.56, 7.72]",65,20.57%,1865,14395.96,7.72,"[5.49, 7.56, 7.72]",132,41.77%,3095.26,23891.18,,,0,,,8.21,"[5.84, 8.21]",78,24.68%,2786.65,22874.51,,,0,,
2023/5/16,2023/5/16,279,100468.72,100468.72,0,13071.25,187,11,5.7,6.15,3279,179,"扬州,扬州市,江苏省,中国",多云,阴,33,22,3~4级,南风,4~5级,东南风,星期二,,,,0,,,,,0,,,7.37,"[5.07, 7.32, 7.37]",40,14.34%,5897.95,43467.17,7.72,"[5.49, 7.56, 7.72]",50,17.92%,1376.29,10623.38,7.72,"[5.49, 7.56, 7.72]",100,35.84%,2465.59,19031.28,,,0,,,8.21,"[5.84, 8.21]",89,31.90%,3331.42,27346.89,,,0,,
2023/5/17,2023/5/17,376,279632.94,279632.94,0,38833.45,182,15,5.81,9.43,3132,158,"扬州,扬州市,江苏省,中国",中雨,多云,26,21,3~4级,南风,<3级,西北风,星期三,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",65,17.29%,28739.62,202900.38,7.42,"[5.49, 7.26, 7.42]",94,25.00%,2682.03,19897.89,7.42,"[5.49, 7.26, 7.42]",120,31.91%,3486.95,25869.6,,,0,,,7.89,"[5.84, 7.89]",97,25.80%,3924.85,30965.07,,,0,,
2023/5/18,2023/5/18,343,297841.64,297841.64,0,41501.34,188,8,5.76,5,3264,160,"扬州,扬州市,江苏省,中国",多云,多云,22,16,3~4级,东北风,<3级,东风,星期四,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",64,18.66%,32318.79,228169.2,7.42,"[5.49, 7.26, 7.42]",69,20.12%,2090.25,15507.87,7.42,"[5.49, 7.26, 7.42]",130,37.90%,3803.19,28215.46,,,0,,,7.89,"[5.84, 7.89]",80,23.32%,3289.11,25949.11,,,0,,
2023/5/19,2023/5/19,331,96049.1,96049.1,0,12954.54,231,9,6.68,5.29,3457,170,"扬州,扬州市,江苏省,中国",多云,阴,27,19,<3级,南风,<3级,东南风,星期五,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",47,14.20%,3894.6,27495.08,7.42,"[5.49, 7.26, 7.42]",84,25.38%,2448.28,18164.31,7.42,"[5.49, 7.26, 7.42]",129,38.97%,3767.17,27948.41,,,0,,,7.89,"[5.84, 7.89]",71,21.45%,2844.49,22441.3,,,0,,
2023/5/20,2023/5/20,314,83882.21,83894.66,12.45,11186.87,298,18,8.45,10.84,3526,166,"扬州,扬州市,江苏省,中国",多云,多云,28,19,3~4级,南风,<3级,东风,星期六,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",38,12.10%,2231.8,15755.72,7.42,"[5.49, 7.26, 7.42]",76,24.20%,2156.02,15995.16,7.42,"[5.49, 7.26, 7.42]",112,35.67%,3180.59,23596.57,,,0,,,7.89,"[5.84, 7.89]",88,28.03%,3618.46,28534.76,,,0,,
